,MSA,MSADSCR,NAICS3,NAICS3Desc,MinWage_ATPAmt,BMW_Cases,cmp_assd_cnt,ESTB,MinWage_Cases,case_violtn_cnt,is_violator,ee_atp_cnt,All_ATPAmt,ChildLabor_EmpAff,ee_violtd_cnt,PAYR_N,MinWage_EmpAff,BMW_ATPAmt,BMW_EmpAff,EMPL_N,Other_ATPAmt,Other_Cases,Other_EmpAff,ChildLabor_ATPAmt,ChildLabor_Cases,All_AtpAmt,num_investigations,km_cluster,MW_Vltn_Svrty,BMW_Vltn_Svrty,CL_Vltn_Svrty,OTHER_Vltn_Svrty,OVERALL_Vltn_Svrty
442,41500.0,"Salinas, CA Metro Area",452,General Merchandise Stores,318.63,0,0.0,38.0,2,2,1,2,955.89,0,2,65598.0,2,0.0,0,2833.0,637.26,0,0,0.0,0,955.89,1,0,0.224941757854,0.0,0.0,0.0,0.674825273562
443,41500.0,"Salinas, CA Metro Area",454,Nonstore Retailers,0.0,0,0.0,53.0,1,1,1,0,0.0,0,0,14891.0,0,0.0,0,292.0,0.0,0,0,0.0,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0
444,41500.0,"Salinas, CA Metro Area",484,Truck Transportation,0.0,0,0.0,143.0,3,115,5,59,291262.48,0,61,51025.0,0,0.0,0,1052.0,291262.48,112,61,0.0,0,291262.48,5,0,0.0,0.0,0.0,16888.7939924,16888.7939924
445,41500.0,"Salinas, CA Metro Area",488,Support Activities for Transportation,0.0,0,0.0,54.0,0,0,0,0,0.0,0,0,10914.0,0,0.0,0,298.0,0.0,0,0,0.0,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0
446,41500.0,"Salinas, CA Metro Area",524,Insurance Carriers and Related Activities,0.0,0,0.0,151.0,0,0,0,0,0.0,0,0,48026.0,0,0.0,0,787.0,0.0,0,0,0.0,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0
447,41500.0,"Salinas, CA Metro Area",541,"Professional, Scientific, and Technical Services",252901.36,0,0.0,808.0,647,777,4,710,762461.68,0,711,378247.0,645,0.0,0,7823.0,509560.32,130,66,0.0,0,762461.68,4,0,20851.5118497,0.0,0.0,4298.98774383,69296.9774358
448,41500.0,"Salinas, CA Metro Area",561,Administrative and Support Services,794.19,0,0.0,418.0,7,411,5,48,54577.25,0,335,142091.0,3,0.0,0,4463.0,53783.06,404,332,0.0,0,54577.25,6,0,0.533849428635,0.0,0.0,4000.89086265,4096.65667712
449,41500.0,"Salinas, CA Metro Area",611,Educational Services,400.78,0,0.0,91.0,1,1,1,1,1202.34,0,1,108486.0,1,0.0,0,2214.0,801.56,0,0,0.0,0,1202.34,2,0,0.181020776874,0.0,0.0,0.0,0.543062330623
450,41500.0,"Salinas, CA Metro Area",621,Ambulatory Health Care Services,61926.03,0,0.0,744.0,74,75,2,71,185778.09,0,71,317013.0,71,0.0,0,5600.0,123852.06,1,0,0.0,0,185778.09,2,0,785.133594643,0.0,0.0,0.0,2355.40078393
451,41500.0,"Salinas, CA Metro Area",623,Nursing and Residential Care Facilities,91749.15,0,0.0,75.0,38,38,2,32,275247.45,0,35,78402.0,32,0.0,0,2594.0,183498.3,0,3,0.0,0,275247.45,4,0,1131.83222822,0.0,0.0,212.218542791,3713.82449884
452,41500.0,"Salinas, CA Metro Area",624,Social Assistance,37.13,0,0.0,183.0,7,7,5,1,111.39,0,1,50273.0,1,0.0,0,1946.0,74.26,0,0,0.0,0,111.39,5,0,0.0190801644399,0.0,0.0,0.0,0.0572404933196
453,41500.0,"Salinas, CA Metro Area",711,"Performing Arts, Spectator Sports, and Related Industries",0.0,0,0.0,51.0,0,0,1,0,0.0,0,1,23903.0,0,0.0,0,362.0,0.0,0,1,0.0,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0
454,41500.0,"Salinas, CA Metro Area",712,"Museums, Historical Sites, and Similar Institutions",165.23,0,0.0,22.0,3,3,1,3,495.69,0,3,0.0,3,0.0,0,0.0,330.46,0,0,0.0,0,495.69,2,0,inf,,,,inf
455,41500.0,"Salinas, CA Metro Area",721,Accommodation,0.0,0,0.0,199.0,1,1,1,0,0.0,0,1,169023.0,0,0.0,0,5943.0,0.0,0,1,0.0,0,0.0,2,0,0.0,0.0,0.0,0.0,0.0
456,41500.0,"Salinas, CA Metro Area",722,Food Services and Drinking Places,3717.96,0,10300.0,808.0,10,88,10,62,34370.46,8,71,237575.0,2,0.0,0,12986.0,40695.98,60,61,10300.0,18,34370.46,11,0,0.572610503619,0.0,6.345294933,191.163928846,187.917962421
457,41500.0,"Salinas, CA Metro Area",812,Personal and Laundry Services,0.0,0,0.0,192.0,4,4,1,0,0.0,0,2,27370.0,0,0.0,0,1220.0,0.0,0,2,0.0,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0
458,41500.0,"Salinas, CA Metro Area",813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",240.97,0,0.0,261.0,1,3,1,1,73783.05,0,1,75032.0,1,0.0,0,2766.0,73542.08,2,0,0.0,0,73783.05,1,0,0.087118582791,0.0,0.0,0.0,26.675
459,41740.0,"San Diego-Carlsbad, CA Metro Area",115,Support Activities for Agriculture and Forestry,0.0,0,57125.0,97.0,33,227,30,0,0.0,0,0,18156.0,0,0.0,0,623.0,0.0,194,0,0.0,0,0.0,31,0,0.0,0.0,0.0,0.0,0.0
460,41740.0,"San Diego-Carlsbad, CA Metro Area",213,Support Activities for Mining,3566.88,0,0.0,10.0,2,2,1,1,8331.39,0,1,2448.0,1,0.0,0,0.0,4764.51,0,0,0.0,0,8331.39,1,0,inf,,,,inf
461,41740.0,"San Diego-Carlsbad, CA Metro Area",221,Utilities,13559.1,0,0.0,83.0,3,14,2,13,50706.6,0,13,0.0,2,0.0,0,0.0,37147.5,11,11,0.0,0,50706.6,2,0,inf,,,inf,inf
462,41740.0,"San Diego-Carlsbad, CA Metro Area",236,Construction of Buildings,120785.01,0,0.0,2033.0,229,1050,41,713,2068884.87,0,753,833237.0,191,0.0,0,14498.0,1948099.86,821,562,0.0,0,2068884.87,68,0,1591.24961443,0.0,0.0,75516.0795503,107454.152787
463,41740.0,"San Diego-Carlsbad, CA Metro Area",237,Heavy and Civil Engineering Construction,179797.79,0,0.0,320.0,28,89,7,53,672384.17,0,53,438814.0,26,0.0,0,5535.0,492586.38,61,27,0.0,0,672384.17,21,0,844.578598013,0.0,0.0,2402.86039024,6438.36693948
464,41740.0,"San Diego-Carlsbad, CA Metro Area",238,Specialty Trade Contractors,450302.22,0,0.0,3880.0,925,1496,66,1169,2472163.6,0,1212,2095141.0,860,0.0,0,42159.0,2021861.38,571,352,0.0,0,2472163.6,109,1,9185.69959439,0.0,0.0,16881.2164843,71070.5254679
465,41740.0,"San Diego-Carlsbad, CA Metro Area",311,Food Manufacturing,152254.53,0,0.0,190.0,60,63,8,57,828410.63,0,58,132846.0,56,0.0,0,4199.0,676156.1,3,2,0.0,0,828410.63,13,0,2030.54386282,0.0,0.0,322.055775185,11442.6807668
466,41740.0,"San Diego-Carlsbad, CA Metro Area",312,Beverage and Tobacco Product Manufacturing,2811.81,0,0.0,75.0,1,1,1,1,8435.43,0,1,53892.0,1,0.0,0,1188.0,5623.62,0,0,0.0,0,8435.43,1,0,2.36684343434,0.0,0.0,0.0,7.10053030303
467,41740.0,"San Diego-Carlsbad, CA Metro Area",314,Textile Product Mills,833.45,0,0.0,66.0,8,8,1,7,2500.35,0,7,16720.0,7,0.0,0,485.0,1666.9,0,0,0.0,0,2500.35,1,0,12.0291752577,0.0,0.0,0.0,36.0875257732
468,41740.0,"San Diego-Carlsbad, CA Metro Area",315,Apparel Manufacturing,5934.89,0,0.0,76.0,41,43,10,31,17804.67,0,31,18604.0,31,0.0,0,746.0,11869.78,2,0,0.0,0,17804.67,19,0,246.624115282,0.0,0.0,0.0,739.872345845
469,41740.0,"San Diego-Carlsbad, CA Metro Area",321,Wood Product Manufacturing,0.0,0,0.0,39.0,1,1,1,0,0.0,0,0,16956.0,0,0.0,0,325.0,0.0,0,0,0.0,0,0.0,6,0,0.0,0.0,0.0,0.0,0.0
470,41740.0,"San Diego-Carlsbad, CA Metro Area",323,Printing and Related Support Activities,0.0,0,0.0,294.0,2,2,1,0,0.0,0,0,167461.0,0,0.0,0,3563.0,0.0,0,0,0.0,0,0.0,2,0,0.0,0.0,0.0,0.0,0.0
471,41740.0,"San Diego-Carlsbad, CA Metro Area",324,Petroleum and Coal Products Manufacturing,8732.94,0,0.0,11.0,13,13,2,12,25653.57,0,12,9698.0,12,0.0,0,109.0,16920.63,0,0,0.0,0,25653.57,4,0,961.424587156,0.0,0.0,0.0,2824.24623853
472,41740.0,"San Diego-Carlsbad, CA Metro Area",325,Chemical Manufacturing,2597.6,0,0.0,164.0,2,2,1,2,7792.8,0,2,798320.0,2,0.0,0,8006.0,5195.2,0,0,0.0,0,7792.8,4,0,0.648913315014,0.0,0.0,0.0,1.94673994504
473,41740.0,"San Diego-Carlsbad, CA Metro Area",331,Primary Metal Manufacturing,0.0,0,0.0,22.0,0,0,0,0,0.0,0,0,15718.0,0,0.0,0,288.0,0.0,0,0,0.0,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0
474,41740.0,"San Diego-Carlsbad, CA Metro Area",332,Fabricated Metal Product Manufacturing,9663.04,0,0.0,438.0,23,23,3,20,28989.12,0,20,366926.0,20,0.0,0,7885.0,19326.08,0,0,0.0,0,28989.12,4,0,24.5099302473,0.0,0.0,0.0,73.5297907419
475,41740.0,"San Diego-Carlsbad, CA Metro Area",333,Machinery Manufacturing,0.0,0,0.0,178.0,0,10,1,10,33320.96,0,10,648029.0,0,0.0,0,8837.0,33320.96,10,10,0.0,0,33320.96,1,0,0.0,0.0,0.0,37.7061898834,37.7061898834
476,41740.0,"San Diego-Carlsbad, CA Metro Area",334,Computer and Electronic Product Manufacturing,1480.33,0,0.0,344.0,3,3,1,2,4440.99,0,2,1548041.0,2,0.0,0,18825.0,2960.66,0,0,0.0,0,4440.99,1,0,0.157272775564,0.0,0.0,0.0,0.471818326693
477,41740.0,"San Diego-Carlsbad, CA Metro Area",335,"Electrical Equipment, Appliance, and Component Manufacturing",13421.95,0,0.0,69.0,34,34,3,32,40265.85,0,33,0.0,32,0.0,0,0.0,26843.9,0,1,0.0,0,40265.85,3,0,inf,,,inf,inf
478,41740.0,"San Diego-Carlsbad, CA Metro Area",336,Transportation Equipment Manufacturing,77762.66,0,0.0,131.0,100,100,4,85,166138.11,0,86,1591017.0,85,0.0,0,23928.0,88375.45,0,1,0.0,0,166138.11,7,0,276.238135239,0.0,0.0,3.69339058843,597.119586259
479,41740.0,"San Diego-Carlsbad, CA Metro Area",337,Furniture and Related Product Manufacturing,36556.82,0,0.0,151.0,29,35,4,29,117150.5,0,29,53861.0,25,0.0,0,1353.0,80593.68,6,4,0.0,0,117150.5,5,0,675.477087953,0.0,0.0,238.266607539,2510.98632668
480,41740.0,"San Diego-Carlsbad, CA Metro Area",339,Miscellaneous Manufacturing,0.0,0,0.0,376.0,0,3,1,1,7880.0,0,1,772909.0,0,0.0,0,10792.0,7880.0,3,1,0.0,0,7880.0,1,0,0.0,0.0,0.0,0.730170496664,0.730170496664
481,41740.0,"San Diego-Carlsbad, CA Metro Area",423,"Merchant Wholesalers, Durable Goods",5865.29,0,0.0,2525.0,10,26,3,16,118702.09,0,16,3969891.0,7,0.0,0,39968.0,112836.8,16,9,0.0,0,118702.09,6,0,1.02724754804,0.0,0.0,25.4086068855,47.5188510809
482,41740.0,"San Diego-Carlsbad, CA Metro Area",424,"Merchant Wholesalers, Nondurable Goods",38354.39,0,0.0,1385.0,22,24,3,22,126376.77,0,22,1058161.0,21,0.0,0,20215.0,88022.38,2,1,0.0,0,126376.77,7,0,39.8437887707,0.0,0.0,4.35431016572,137.535935691
483,41740.0,"San Diego-Carlsbad, CA Metro Area",441,Motor Vehicle and Parts Dealers,612.35,0,0.0,914.0,4,4,2,3,1837.05,0,4,742031.0,3,0.0,0,16585.0,1224.7,0,1,0.0,0,1837.05,3,0,0.110765752186,0.0,0.0,0.0738438347905,0.443063008743
484,41740.0,"San Diego-Carlsbad, CA Metro Area",443,Electronics and Appliance Stores,0.0,0,0.0,480.0,0,0,1,0,0.0,0,1,128989.0,0,0.0,0,4825.0,0.0,0,1,0.0,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0
485,41740.0,"San Diego-Carlsbad, CA Metro Area",444,Building Material and Garden Equipment and Supplies Dealers,0.0,0,0.0,505.0,0,0,0,0,0.0,0,0,311416.0,0,0.0,0,9879.0,0.0,0,0,0.0,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0
486,41740.0,"San Diego-Carlsbad, CA Metro Area",445,Food and Beverage Stores,72251.31,0,1320.0,1467.0,112,119,26,54,216753.93,2,100,712471.0,54,0.0,0,30596.0,145822.62,4,44,1320.0,3,216753.93,63,0,127.518980913,0.0,0.086285788992,209.706996993,708.438782847
487,41740.0,"San Diego-Carlsbad, CA Metro Area",446,Health and Personal Care Stores,98668.46,0,0.0,784.0,63,65,3,65,338541.9,0,65,303394.0,63,0.0,0,8664.0,239873.44,2,2,0.0,0,338541.9,8,0,717.464563712,0.0,0.0,55.3724469067,2539.845741
488,41740.0,"San Diego-Carlsbad, CA Metro Area",447,Gasoline Stations,41432.92,0,0.0,559.0,102,102,10,76,119078.76,0,76,98065.0,76,0.0,0,4790.0,77645.84,0,0,0.0,0,119078.76,10,0,657.390797495,0.0,0.0,0.0,1889.34984551
489,41740.0,"San Diego-Carlsbad, CA Metro Area",448,Clothing and Clothing Accessories Stores,10754.56,0,0.0,1623.0,28,28,4,24,31120.38,0,24,394937.0,24,0.0,0,22859.0,20365.82,0,0,0.0,0,31120.38,5,0,11.2913705761,0.0,0.0,0.0,32.6737442583
490,41740.0,"San Diego-Carlsbad, CA Metro Area",451,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",0.0,0,0.0,500.0,0,0,0,0,0.0,0,0,110984.0,0,0.0,0,5740.0,0.0,0,0,0.0,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0
491,41740.0,"San Diego-Carlsbad, CA Metro Area",452,General Merchandise Stores,0.0,0,0.0,231.0,24,24,1,0,0.0,0,13,552824.0,0,0.0,0,22698.0,0.0,0,13,0.0,0,0.0,4,0,0.0,0.0,0.0,0.0,0.0
492,41740.0,"San Diego-Carlsbad, CA Metro Area",453,Miscellaneous Store Retailers,59666.06,2,0.0,964.0,549,551,8,538,177994.73,0,539,157452.0,536,232.55,2,8329.0,118096.12,0,1,0.0,0,177994.73,9,0,3839.71763237,0.0558410373394,0.0,14.1789074319,11518.6888546
493,41740.0,"San Diego-Carlsbad, CA Metro Area",454,Nonstore Retailers,0.0,0,0.0,801.0,0,0,0,0,0.0,0,0,249959.0,0,0.0,0,5319.0,0.0,0,0,0.0,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0
494,41740.0,"San Diego-Carlsbad, CA Metro Area",481,Air Transportation,3421.87,0,0.0,57.0,1,1,1,1,10265.61,0,1,61659.0,1,0.0,0,1333.0,6843.74,0,0,0.0,0,10265.61,1,0,2.56704426107,0.0,0.0,0.0,7.7011327832
495,41740.0,"San Diego-Carlsbad, CA Metro Area",483,Water Transportation,0.0,0,0.0,4.0,0,22,1,22,22603.56,0,22,0.0,0,0.0,0,0.0,22603.56,22,22,0.0,0,22603.56,1,0,,,,inf,inf
496,41740.0,"San Diego-Carlsbad, CA Metro Area",484,Truck Transportation,47644.86,0,0.0,608.0,72,542,26,169,633171.63,0,315,198881.0,59,0.0,0,4872.0,585526.77,470,256,0.0,0,633171.63,35,0,576.980036946,0.0,0.0,30766.595468,40937.8209052
497,41740.0,"San Diego-Carlsbad, CA Metro Area",485,Transit and Ground Passenger Transportation,202.68,0,0.0,177.0,2,33,3,18,216302.14,0,19,97041.0,2,0.0,0,3123.0,216099.46,31,17,0.0,0,216302.14,7,0,0.129798270893,0.0,0.0,1176.33391611,1315.9592251
498,41740.0,"San Diego-Carlsbad, CA Metro Area",487,Scenic and Sightseeing Transportation,0.0,0,0.0,52.0,0,0,0,0,0.0,0,0,19808.0,0,0.0,0,679.0,0.0,0,0,0.0,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0
499,41740.0,"San Diego-Carlsbad, CA Metro Area",488,Support Activities for Transportation,127220.24,0,0.0,448.0,128,329,13,245,629678.82,0,247,286643.0,123,0.0,0,6401.0,502458.58,201,124,0.0,0,629678.82,16,0,2444.63201375,0.0,0.0,9733.6141103,24297.8704171
500,41740.0,"San Diego-Carlsbad, CA Metro Area",493,Warehousing and Storage,0.0,0,0.0,87.0,47,47,1,0,0.0,0,35,85943.0,0,0.0,0,1780.0,0.0,0,35,0.0,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0
501,41740.0,"San Diego-Carlsbad, CA Metro Area",511,Publishing Industries (except Internet),5819.2,0,0.0,335.0,3,3,1,2,8728.8,0,2,1256939.0,2,0.0,0,12047.0,2909.6,0,0,0.0,0,8728.8,2,0,0.966082842201,0.0,0.0,0.0,1.4491242633
502,41740.0,"San Diego-Carlsbad, CA Metro Area",512,Motion Picture and Sound Recording Industries,0.0,0,5280.0,218.0,1,5,1,0,0.0,4,4,68100.0,0,0.0,0,2318.0,5280.0,0,0,5280.0,4,0.0,1,0,0.0,0.0,9.11130284728,0.0,0.0
503,41740.0,"San Diego-Carlsbad, CA Metro Area",517,Telecommunications,576903.99,0,0.0,399.0,3359,3359,3,3359,1729330.83,0,3359,929466.0,3359,0.0,0,11470.0,1152426.84,0,0,0.0,0,1729330.83,5,1,168946.861588,0.0,0.0,0.0,506436.11665
504,41740.0,"San Diego-Carlsbad, CA Metro Area",518,"Data Processing, Hosting, and Related Services",0.0,0,0.0,199.0,0,3,2,2,56078.58,0,2,557280.0,0,0.0,0,5612.0,56078.58,3,2,0.0,0,56078.58,2,0,0.0,0.0,0.0,19.9852387741,19.9852387741
505,41740.0,"San Diego-Carlsbad, CA Metro Area",522,Credit Intermediation and Related Activities,1048.0,0,0.0,1777.0,168,168,3,1,1572.0,0,87,1642165.0,1,0.0,0,21967.0,524.0,0,86,0.0,0,1572.0,5,0,0.0477079255247,0.0,0.0,2.05144079756,6.22588428097
506,41740.0,"San Diego-Carlsbad, CA Metro Area",523,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",0.0,0,0.0,1398.0,0,0,0,0,0.0,0,0,1004182.0,0,0.0,0,9328.0,0.0,0,0,0.0,0,0.0,8,0,0.0,0.0,0.0,0.0,0.0
507,41740.0,"San Diego-Carlsbad, CA Metro Area",524,Insurance Carriers and Related Activities,0.0,0,0.0,1623.0,0,0,0,0,0.0,0,0,1436812.0,0,0.0,0,20099.0,0.0,0,0,0.0,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0
508,41740.0,"San Diego-Carlsbad, CA Metro Area",531,Real Estate,3673.35,0,0.0,5023.0,4,4,3,1,11020.05,0,2,1190917.0,1,0.0,0,22849.0,7346.7,0,1,0.0,0,11020.05,4,0,0.160766335507,0.0,0.0,0.321532671014,0.964598013042
509,41740.0,"San Diego-Carlsbad, CA Metro Area",532,Rental and Leasing Services,679047.41,0,0.0,495.0,234,234,3,234,2037142.23,0,235,194113.0,234,0.0,0,4982.0,1358094.82,0,1,0.0,0,2037142.23,5,0,31894.238045,0.0,0.0,272.600325171,96091.6146226
510,41740.0,"San Diego-Carlsbad, CA Metro Area",541,"Professional, Scientific, and Technical Services",241986.39,0,1692.0,12881.0,620,668,27,633,858947.97,7,645,10117487.0,609,0.0,0,132252.0,618653.58,40,29,1692.0,8,858947.97,47,1,1114.30988953,0.0,0.089556301606,135.657334634,4189.13468719
511,41740.0,"San Diego-Carlsbad, CA Metro Area",561,Administrative and Support Services,300923.1,0,13860.0,4041.0,1015,2641,90,1611,4308735.76,0,2089,3022010.0,488,0.0,0,88523.0,4007812.66,1626,1601,0.0,0,4308735.76,146,1,1658.89625069,0.0,0.0,72484.07836,101679.213342
512,41740.0,"San Diego-Carlsbad, CA Metro Area",562,Waste Management and Remediation Services,366232.98,0,0.0,160.0,140,140,4,136,1098698.94,0,136,160180.0,136,0.0,0,3190.0,732465.96,0,0,0.0,0,1098698.94,8,0,15613.6944451,0.0,0.0,0.0,46841.0833354
513,41740.0,"San Diego-Carlsbad, CA Metro Area",611,Educational Services,16634.19,0,0.0,1332.0,10,10,5,7,32706.72,0,7,1125013.0,7,0.0,0,31077.0,16072.53,0,0,0.0,0,32706.72,8,0,3.7468008495,0.0,0.0,0.0,7.3670894874
514,41740.0,"San Diego-Carlsbad, CA Metro Area",621,Ambulatory Health Care Services,77428.67,0,0.0,6427.0,227,227,14,220,231961.29,0,222,3858104.0,220,0.0,0,61137.0,154532.62,0,2,0.0,0,231961.29,21,0,278.625176244,0.0,0.0,5.0552895955,842.295277492
515,41740.0,"San Diego-Carlsbad, CA Metro Area",622,Hospitals,73.65,0,0.0,36.0,1,1,2,1,220.95,0,2,3141424.0,1,0.0,0,45415.0,147.3,0,1,0.0,0,220.95,2,0,0.00162171088847,0.0,0.0,0.00324342177695,0.00973026533084
516,41740.0,"San Diego-Carlsbad, CA Metro Area",623,Nursing and Residential Care Facilities,528875.27,0,0.0,743.0,294,295,66,218,1490235.33,0,220,631870.0,218,0.0,0,22763.0,961360.06,1,2,0.0,0,1490235.33,86,0,5065.00939507,0.0,0.0,84.466903308,14402.8367351
517,41740.0,"San Diego-Carlsbad, CA Metro Area",624,Social Assistance,78541.39,79,0.0,1437.0,28,123,8,122,243228.51,0,123,576031.0,27,1292.98,79,22892.0,163394.14,16,17,0.0,0,243228.51,15,0,92.6357474227,4.46205748733,0.0,121.339349118,1306.88042679
518,41740.0,"San Diego-Carlsbad, CA Metro Area",711,"Performing Arts, Spectator Sports, and Related Industries",0.0,0,0.0,409.0,0,0,0,0,0.0,0,0,409715.0,0,0.0,0,4026.0,0.0,0,0,0.0,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0
519,41740.0,"San Diego-Carlsbad, CA Metro Area",713,"Amusement, Gambling, and Recreation Industries",6970.58,0,2970.0,639.0,6,12,3,5,20911.74,6,11,559660.0,5,0.0,0,24483.0,16911.16,0,0,2970.0,6,20911.74,11,0,1.42355511988,0.0,0.727851978924,0.0,9.3954637912
520,41740.0,"San Diego-Carlsbad, CA Metro Area",721,Accommodation,42557.08,0,0.0,563.0,120,121,10,108,126800.79,1,109,1074354.0,108,0.0,0,34534.0,84243.71,0,0,0.0,1,126800.79,35,0,133.091001332,0.0,0.0,0.0,400.222566456
521,41740.0,"San Diego-Carlsbad, CA Metro Area",722,Food Services and Drinking Places,408324.53,11,68251.0,6463.0,474,713,87,499,1204231.26,33,568,2026360.0,371,375.99,10,115953.0,856324.94,176,160,68251.0,52,1204231.26,165,1,1306.46383129,0.0324260691832,19.4241028693,1181.61660673,5898.97075263
522,41740.0,"San Diego-Carlsbad, CA Metro Area",811,Repair and Maintenance,165078.79,0,1870.0,2058.0,422,429,23,253,416258.03,1,252,545263.0,263,0.0,0,14430.0,251179.24,6,202,0.0,1,416258.03,36,0,3008.71252737,0.0,0.0,3516.16122523,7269.37100208
523,41740.0,"San Diego-Carlsbad, CA Metro Area",812,Personal and Laundry Services,43544.8,0,0.0,2260.0,216,254,12,196,98536.27,1,251,324809.0,159,0.0,0,15645.0,54991.47,37,91,0.0,1,98536.27,20,0,442.545426654,0.0,0.0,319.860899329,1580.86313647
524,41740.0,"San Diego-Carlsbad, CA Metro Area",813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",0.0,0,0.0,1993.0,0,1,1,0,0.0,1,1,654807.0,0,0.0,0,22151.0,0.0,0,0,0.0,1,0.0,2,0,0.0,0.0,0.0,0.0,0.0
525,41860.0,"San Francisco-Oakland-Hayward, CA Metro Area",113,Forestry and Logging,0.0,0,325.0,1.0,0,15,3,12,1044.08,0,12,0.0,0,0.0,0,0.0,1044.08,15,12,0.0,0,1044.08,3,0,,,,inf,inf
526,41860.0,"San Francisco-Oakland-Hayward, CA Metro Area",115,Support Activities for Agriculture and Forestry,0.0,0,13350.0,63.0,0,118,1,93,71420.0,0,93,9240.0,0,0.0,0,228.0,71420.0,118,93,0.0,0,71420.0,1,0,0.0,0.0,0.0,29131.8421053,29131.8421053
527,41860.0,"San Francisco-Oakland-Hayward, CA Metro Area",211,Oil and Gas Extraction,8990.56,0,0.0,7.0,21,23,4,18,161006.0,0,22,3657.0,16,0.0,0,22.0,152015.44,2,6,0.0,0,161006.0,4,0,6538.58909091,0.0,0.0,41458.7563636,161006.0
528,41860.0,"San Francisco-Oakland-Hayward, CA Metro Area",213,Support Activities for Mining,42652.78,0,0.0,12.0,164,164,4,157,127958.34,0,163,0.0,157,0.0,0,0.0,85305.56,0,6,0.0,0,127958.34,4,0,inf,,,inf,inf
529,41860.0,"San Francisco-Oakland-Hayward, CA Metro Area",221,Utilities,798775.81,0,0.0,84.0,213,214,8,208,2345617.83,0,212,1343707.0,208,0.0,0,9894.0,1546842.02,1,4,0.0,0,2345617.83,9,0,16792.5377481,0.0,0.0,625.365684253,50259.8524318
530,41860.0,"San Francisco-Oakland-Hayward, CA Metro Area",236,Construction of Buildings,730556.09,0,63030.0,3711.0,429,620,47,500,2695632.1,1,509,1817281.0,394,0.0,0,26155.0,1963756.01,189,114,1320.0,2,2695632.1,81,0,11005.1271061,0.0,0.0504683616899,8559.28828675,52459.4432766
531,41860.0,"San Francisco-Oakland-Hayward, CA Metro Area",237,Heavy and Civil Engineering Construction,33545.64,0,0.0,388.0,57,494,14,147,507418.86,0,154,786262.0,44,0.0,0,9416.0,473873.22,437,110,0.0,0,507418.86,22,0,156.755327103,0.0,0.0,5535.9021028,8298.90658879
532,41860.0,"San Francisco-Oakland-Hayward, CA Metro Area",238,Specialty Trade Contractors,2283638.21,0,220.0,4949.0,2419,2649,68,2467,6938538.03,0,2508,3942837.0,2322,0.0,0,58908.0,4654899.82,230,186,0.0,0,6938538.03,92,1,90015.0730566,0.0,0.0,14697.6873518,295407.302561
533,41860.0,"San Francisco-Oakland-Hayward, CA Metro Area",311,Food Manufacturing,79417.19,0,4455.0,461.0,74,83,12,27,246742.7,6,65,619511.0,25,0.0,0,15068.0,171780.51,2,34,4455.0,7,246742.7,23,0,131.764650252,0.0,1.77395805681,387.611981683,1064.39311787
534,41860.0,"San Francisco-Oakland-Hayward, CA Metro Area",312,Beverage and Tobacco Product Manufacturing,2244.86,0,0.0,130.0,3,4,3,2,8578.55,0,3,100538.0,1,0.0,0,1988.0,6333.69,1,2,0.0,0,8578.55,4,0,1.12920523139,0.0,0.0,6.37192152918,12.9454979879
535,41860.0,"San Francisco-Oakland-Hayward, CA Metro Area",313,Textile Mills,0.0,0,0.0,18.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,2,0,,,,,
536,41860.0,"San Francisco-Oakland-Hayward, CA Metro Area",315,Apparel Manufacturing,366998.43,0,90232.0,144.0,462,462,40,343,1073440.86,0,434,52543.0,343,0.0,0,1878.0,706442.43,0,91,0.0,0,1073440.86,117,0,67028.9997284,0.0,0.0,34231.2359585,248068.86754
537,41860.0,"San Francisco-Oakland-Hayward, CA Metro Area",321,Wood Product Manufacturing,5643.79,0,0.0,76.0,50,50,8,35,16931.37,0,39,27443.0,35,0.0,0,732.0,11287.58,0,4,0.0,0,16931.37,14,0,269.853346995,0.0,0.0,61.6807650273,902.081188525
538,41860.0,"San Francisco-Oakland-Hayward, CA Metro Area",322,Paper Manufacturing,13128.22,0,0.0,38.0,12,13,3,11,19692.33,0,13,85481.0,11,0.0,0,1543.0,6564.11,1,2,0.0,0,19692.33,3,0,93.5906804925,0.0,0.0,8.50824368114,165.910751782
